artist,genre,city,country,venue_type,capacity,month,event_day,days_until_event,marketing_budget,ticket_price,artist_popularity,previous_attendance_rate,pre_sale_interest,artist_market_score,is_weekend,marketing_per_capacity,price_per_capacity,popularity_marketing,occupancy_pct,tickets_sold,demand_class
Ariana Grande,pop,Bogota,Colombia,stadium,74054,9,Monday,66,1085191,4166,95,0.88,56813,0.88,0,14.65404975,0.056256245,103093145,0.95,70351,alta
Ed Sheeran,pop,Los Angeles,Estados Unidos,arena,20989,12,Monday,91,328879,2384,94,0.7,12851,0.95,0,15.66911239,0.113583306,30914626,0.72,15112,media
Drake,rap,Queretaro,Mexico,club,2390,5,Monday,83,63702,2231,94,0.86,1605,0.82,0,26.65355649,0.933472803,5987988,0.74,1769,media
BTS,kpop,Bogota,Colombia,club,1871,10,Friday,67,26901,1591,99,0.95,1466,0.88,1,14.3778728,0.850347408,2663199,0.91,1703,alta
Martin Garrix,electronica,Los Angeles,Estados Unidos,stadium,40986,2,Monday,55,734469,2652,92,0.7,24110,0.95,0,17.91999707,0.064705021,67571148,0.91,37297,alta
NewJeans,kpop,Queretaro,Mexico,theater,5144,11,Thursday,29,144095,2745,93,0.7,2834,0.82,0,28.01224728,0.533631415,13400835,0.5,2572,baja
Dua Lipa,pop,Queretaro,Mexico,festival,48568,2,Tuesday,117,1307834,3586,93,0.7,19765,0.82,0,26.92789491,0.073834624,121628562,0.83,40311,alta
Imagine Dragons,rock,Los Angeles,Estados Unidos,club,616,7,Thursday,36,16877,2957,94,0.7,335,0.95,0,27.39772727,4.800324675,1586438,0.4,246,baja
Dua Lipa,pop,Bogota,Colombia,club,2557,8,Thursday,7,69448,3063,93,0.7,1098,0.88,0,27.15995307,1.19788815,6458664,0.61,1560,media
Kendrick Lamar,rap,Seul,Desconocido,arena,21459,4,Tuesday,144,387805,23201,95,0.7,12494,0.8,0,18.07190456,1.08117806,36841475,0.78,16738,media
Kendrick Lamar,rap,Madrid,España,festival,35881,1,Wednesday,170,522783,2062,95,0.7,23082,0.9,0,14.56991165,0.057467741,49664385,0.96,34446,alta
Travis Scott,rap,Madrid,España,club,2447,12,Friday,133,68728,3588,93,0.7,957,0.9,1,28.0866367,1.466285247,6391704,0.26,636,baja
Los Tigres del Norte,norteno,Queretaro,Mexico,arena,15292,1,Friday,147,207765,3300,92,0.74,8259,0.82,1,13.58651583,0.215799111,19114380,0.72,11010,media
Siddhartha,indie,Guadalajara,Mexico,club,2848,6,Wednesday,72,65157,2877,85,0.7,1662,0.92,0,22.87816011,1.010182584,5538345,0.53,1509,baja
Dua Lipa,pop,CDMX,Mexico,arena,21004,2,Saturday,70,416058,2901,93,0.7,9999,1,1,19.80851266,0.138116549,38693394,0.6,12602,media
Ed Sheeran,pop,Leon,Mexico,festival,44307,1,Friday,19,709264,3628,94,0.7,20593,0.78,1,16.00794457,0.081883224,66670816,0.68,30129,media
Imagine Dragons,rock,CDMX,Mexico,arena,14902,2,Sunday,94,337256,4526,94,0.7,10413,1,0,22.63159307,0.303717622,31702064,0.76,11326,media
Grupo Firme,banda,Monterrey,Mexico,theater,3566,12,Monday,6,51398,28501,90,0.78,1532,0.92,0,14.41334829,7.992428491,4625820,0.26,927,baja
BLACKPINK,kpop,Seul,Desconocido,festival,75964,4,Tuesday,31,2196709,4374,98,0.7,40182,0.8,0,28.91776368,0.057579906,215277482,0.92,69887,alta
Stray Kids,kpop,CDMX,Mexico,club,1567,12,Sunday,175,42141,2492,91,0.7,782,1,0,26.89278877,1.590299936,3834831,0.34,533,baja
Travis Scott,rap,Leon,Mexico,festival,96756,8,Tuesday,144,1496784,4638,93,0.7,52372,0.78,0,15.4696763,0.047935012,139200912,0.96,92886,alta
TWICE,kpop,Seul,Desconocido,club,1290,5,Monday,11,14701,2845,92,0.84,867,0.8,0,11.39612403,2.205426357,1352492,0.77,993,media
Cuco,indie,Madrid,España,arena,23172,4,Saturday,47,452422,29805,82,0.7,12867,0.9,1,19.52451234,1.286250647,37098604,0.77,17842,media
Los Tigres del Norte,norteno,Seul,Desconocido,club,1807,6,Friday,3,18698,3519,92,0.74,850,0.8,1,10.34753735,1.947426674,1720216,0.39,705,baja
Travis Scott,rap,Monterrey,Mexico,arena,19370,2,Tuesday,86,256206,1614,93,0.7,12041,0.92,0,13.22694889,0.083324729,23827158,0.75,14528,media
Cuco,indie,Queretaro,Mexico,arena,10855,4,Monday,131,254586,2013,82,0.7,5263,0.82,0,23.45333947,0.185444496,20876052,0.5,5428,baja
Cuco,indie,Seul,Desconocido,arena,23360,4,Sunday,147,683289,2410,82,0.7,8513,0.8,0,29.25038527,0.103167808,56029698,0.35,8176,baja
Arctic Monkeys,rock,Madrid,España,stadium,41620,5,Thursday,88,830864,3143,92,0.7,24678,0.9,0,19.96309467,0.075516579,76439488,0.74,30799,media
Travis Scott,rap,Bogota,Colombia,arena,21777,11,Saturday,63,421724,4111,93,0.7,8317,0.88,1,19.36556918,0.18877715,39220332,0.57,12413,media
Girl Ultra,indie,Madrid,España,club,1515,10,Monday,6,40982,3384,78,0.7,684,0.9,0,27.05082508,2.233663366,3196596,0.43,651,baja
Ed Sheeran,pop,Monterrey,Mexico,theater,5844,12,Sunday,44,78147,2906,94,0.7,2666,0.92,0,13.37217659,0.497262149,7345818,0.61,3565,media
Ariana Grande,pop,CDMX,Mexico,stadium,32500,5,Tuesday,138,889068,4340,95,0.88,19135,1,0,27.35593846,0.133538462,84461460,0.81,26325,alta
aespa,kpop,Queretaro,Mexico,club,2201,6,Monday,59,48158,1960,90,0.7,778,0.82,0,21.88005452,0.890504316,4334220,0.27,594,baja
Ariana Grande,pop,Queretaro,Mexico,festival,41684,8,Friday,25,894338,37817,95,0.88,27527,0.82,1,21.45518664,0.907230592,84962110,0.92,38349,alta
TWICE,kpop,Los Angeles,Estados Unidos,festival,36762,6,Tuesday,50,580167,3664,92,0.84,21671,0.95,0,15.78170393,0.099668136,53375364,0.85,31248,alta
Stray Kids,kpop,Leon,Mexico,theater,3601,12,Monday,168,78309,3509,91,0.7,1747,0.78,0,21.74645932,0.974451541,7126119,0.47,1692,baja
Martin Garrix,electronica,Monterrey,Mexico,arena,14649,10,Sunday,61,318388,3496,92,0.7,5897,0.92,0,21.73445286,0.238651102,29291696,0.57,8350,media
The Weeknd,pop,Guadalajara,Mexico,festival,48835,7,Saturday,175,1021310,4299,96,0.9,30739,0.92,1,20.91348418,0.088031125,98045760,0.85,41510,alta
Karol G,reggaeton,Madrid,España,club,752,2,Tuesday,8,15678,1478,94,0.7,398,0.9,0,20.84840426,1.965425532,1473732,0.68,511,media
Cuco,indie,Monterrey,Mexico,stadium,34849,9,Monday,33,596570,2096,82,0.7,18510,0.92,0,17.11871216,0.060145198,48918740,0.73,25440,media
Drake,rap,Seul,Desconocido,stadium,46558,2,Saturday,120,952021,3353,94,0.86,23890,0.8,1,20.44806478,0.072017698,89489974,0.85,39574,alta
Karol G,reggaeton,Bogota,Colombia,stadium,54177,1,Tuesday,53,560580,1700,94,0.7,29227,0.88,0,10.3471953,0.031378629,52694520,0.9,48759,alta
Clairo,indie,Queretaro,Mexico,stadium,49906,10,Tuesday,118,986966,3390,80,0.7,24033,0.82,0,19.77649982,0.067927704,78957280,0.75,37430,media
Coldplay,rock,Guadalajara,Mexico,festival,96558,6,Saturday,127,1587019,1621,96,0.7,55346,0.92,1,16.43591417,0.016787837,152353824,0.9,86902,alta
Peso Pluma,regional_mexicano,Los Angeles,Estados Unidos,theater,7002,2,Sunday,129,70964,3695,93,0.58,2708,0.95,0,10.13481862,0.52770637,6599652,0.32,2241,baja
Peso Pluma,regional_mexicano,CDMX,Mexico,stadium,53134,10,Tuesday,96,860189,2351,93,0.58,18944,1,0,16.18905033,0.044246622,79997577,0.57,30286,media
Cuco,indie,Bogota,Colombia,festival,86240,11,Friday,62,1247253,1284,82,0.7,45371,0.88,1,14.46258117,0.014888683,102274746,0.95,81928,alta
Bad Bunny,reggaeton,Leon,Mexico,club,2859,3,Tuesday,169,63959,4646,95,0.7,978,0.78,0,22.37110878,1.625043722,6076105,0.26,743,baja
Clairo,indie,Queretaro,Mexico,festival,95651,3,Tuesday,171,2517315,3707,80,0.7,45839,0.82,0,26.31770708,0.038755476,201385200,0.95,90868,alta
Adele,pop,Madrid,España,theater,4581,1,Sunday,20,56701,4288,95,0.7,2435,0.9,0,12.37742851,0.936040166,5386595,0.68,3115,media
Arctic Monkeys,rock,Monterrey,Mexico,stadium,31734,8,Friday,93,430493,1603,92,0.7,20166,0.92,1,13.56567089,0.050513645,39605356,0.77,24435,media
aespa,kpop,CDMX,Mexico,festival,65285,8,Saturday,105,1516388,2593,90,0.7,41518,1,1,23.2272038,0.039718159,136474920,0.93,60715,alta
Karol G,reggaeton,Seul,Desconocido,stadium,61281,1,Sunday,128,1611974,2213,94,0.7,35454,0.8,0,26.30462949,0.036112335,151525556,0.97,59443,alta
David Guetta,electronica,Guadalajara,Mexico,festival,55774,5,Friday,33,719180,1696,93,0.82,31610,0.92,1,12.89453867,0.030408434,66883740,0.85,47408,alta
Stray Kids,kpop,Guadalajara,Mexico,arena,24746,2,Sunday,12,258529,2299,91,0.7,14433,0.92,0,10.44730461,0.092903904,23526139,0.73,18065,media
Banda MS,banda,Madrid,España,stadium,76922,3,Thursday,100,1000934,2033,89,0.7,35836,0.9,0,13.01232417,0.02642937,89083126,0.86,66153,alta
Martin Garrix,electronica,Madrid,España,arena,16636,3,Friday,69,223305,2749,92,0.7,8350,0.9,1,13.42299832,0.165244049,20544060,0.67,11146,media
Cuco,indie,Los Angeles,Estados Unidos,club,1539,9,Saturday,64,40114,2830,82,0.7,782,0.95,1,26.06497726,1.8388564,3289348,0.44,677,baja
TWICE,kpop,Monterrey,Mexico,stadium,68350,1,Saturday,61,1273676,2099,92,0.84,50692,0.92,1,18.63461595,0.030709583,117178192,0.95,64932,alta
Post Malone,rap,CDMX,Mexico,club,1352,7,Sunday,139,15382,3412,92,0.7,952,1,0,11.37721893,2.523668639,1415144,0.55,744,baja
Cuco,indie,Los Angeles,Estados Unidos,theater,6277,7,Friday,175,170733,1294,82,0.7,3408,0.95,1,27.19977696,0.206149434,14000106,0.48,3013,baja
Imagine Dragons,rock,Madrid,España,theater,4564,7,Thursday,170,62660,2415,94,0.7,2265,0.9,0,13.72918493,0.529141104,5890040,0.38,1734,baja
TWICE,kpop,Madrid,España,festival,34329,9,Friday,152,715799,2630,92,0.84,20047,0.9,1,20.85114626,0.076611611,65853508,0.87,29866,alta
Martin Garrix,electronica,Monterrey,Mexico,stadium,34033,7,Wednesday,82,892792,3475,92,0.7,19799,0.92,0,26.23312667,0.102106779,82136864,0.72,24504,media
Clairo,indie,Los Angeles,Estados Unidos,club,1421,12,Wednesday,78,36698,2218,80,0.7,573,0.95,0,25.82547502,1.560872625,2935840,0.32,455,baja
Girl Ultra,indie,Seul,Desconocido,theater,7974,10,Monday,54,184488,25438,78,0.7,2437,0.8,0,23.13619263,3.190117883,14390064,0.28,2233,baja
BLACKPINK,kpop,Leon,Mexico,club,1024,9,Thursday,66,18859,1923,98,0.7,444,0.78,0,18.41699219,1.877929688,1848182,0.36,369,baja
TWICE,kpop,Los Angeles,Estados Unidos,stadium,41224,6,Friday,123,625184,2472,92,0.84,23584,0.95,1,15.16553464,0.059965069,57516928,0.84,34628,alta
Calvin Harris,electronica,Queretaro,Mexico,club,746,11,Wednesday,129,11542,3873,94,0.7,315,0.82,0,15.47184987,5.191689008,1084948,0.34,254,baja
Stray Kids,kpop,CDMX,Mexico,festival,82302,8,Tuesday,34,2310427,4068,91,0.7,39588,1,0,28.07254988,0.049427717,210248857,0.83,68311,alta
Drake,rap,Guadalajara,Mexico,festival,93805,11,Sunday,115,2127019,1450,94,0.86,46669,0.92,0,22.67490006,0.015457598,199939786,0.8,75044,alta
Grupo Firme,banda,Seul,Desconocido,club,1303,11,Wednesday,88,33457,1848,90,0.78,482,0.8,0,25.67689946,1.418265541,3011130,0.26,339,baja
Adele,pop,Guadalajara,Mexico,stadium,71692,8,Monday,127,1410037,2581,95,0.7,48005,0.92,0,19.66798248,0.036001227,133953515,0.97,69541,alta
aespa,kpop,Madrid,España,festival,95094,10,Wednesday,106,2713903,32456,90,0.7,45426,0.9,0,28.53916125,0.341304394,244251270,0.87,82732,alta
Kendrick Lamar,rap,Los Angeles,Estados Unidos,festival,90409,11,Friday,81,2485453,2567,95,0.7,47003,0.95,1,27.49121216,0.028393191,236118035,0.86,77752,alta
Banda MS,banda,Leon,Mexico,stadium,70974,2,Friday,139,1973853,4154,89,0.7,32966,0.78,1,27.81093076,0.058528475,175672917,0.91,64586,alta
NewJeans,kpop,Madrid,España,arena,18905,7,Tuesday,41,309029,3703,93,0.7,8288,0.9,0,16.34641629,0.195874107,28739697,0.61,11532,media
Cuco,indie,Los Angeles,Estados Unidos,club,885,4,Monday,170,13266,2433,82,0.7,520,0.95,0,14.98983051,2.749152542,1087812,0.53,469,baja
BTS,kpop,Seul,Desconocido,arena,20069,9,Sunday,5,392796,3303,99,0.95,15158,0.8,0,19.57227565,0.164582191,38886804,0.93,18664,alta
Coldplay,rock,Guadalajara,Mexico,club,1268,8,Thursday,3,16042,3988,96,0.7,541,0.92,0,12.65141956,3.14511041,1540032,0.28,355,baja
Ariana Grande,pop,Guadalajara,Mexico,theater,4740,8,Saturday,108,81485,4113,95,0.88,3055,0.92,1,17.19092827,0.867721519,7741075,0.65,3081,media
Adele,pop,Queretaro,Mexico,arena,22154,2,Saturday,39,228354,4509,95,0.7,12631,0.82,1,10.30757425,0.203529837,21693630,0.75,16616,media
Travis Scott,rap,Guadalajara,Mexico,festival,43751,11,Saturday,14,495806,21008,93,0.7,28172,0.92,1,11.33244954,0.480171882,46109958,0.96,42001,alta
Stray Kids,kpop,Guadalajara,Mexico,arena,16531,4,Friday,88,452961,2413,91,0.7,8335,0.92,1,27.40070171,0.145968181,41219451,0.66,10910,media
Martin Garrix,electronica,Seul,Desconocido,festival,92272,7,Tuesday,45,2044005,1768,92,0.7,44022,0.8,0,22.15195292,0.019160742,188048460,0.9,83045,alta
Girl Ultra,indie,Monterrey,Mexico,stadium,48566,11,Monday,128,907488,1583,78,0.7,17691,0.92,0,18.68566487,0.032594819,70784064,0.6,29140,media
Travis Scott,rap,Guadalajara,Mexico,theater,3319,1,Tuesday,147,40022,2293,93,0.7,2179,0.92,0,12.05845134,0.690870744,3722046,0.55,1825,baja
Cuco,indie,Los Angeles,Estados Unidos,club,1167,1,Monday,95,13198,2420,82,0.7,480,0.95,0,11.30934019,2.073693231,1082236,0.32,373,baja
Arctic Monkeys,rock,CDMX,Mexico,arena,18826,1,Wednesday,113,454408,3526,92,0.7,13024,1,0,24.13725699,0.187294168,41805536,0.77,14496,media
Cuco,indie,Guadalajara,Mexico,club,733,4,Saturday,25,14120,2885,82,0.7,365,0.92,1,19.2633015,3.935879945,1157840,0.44,323,baja
Adele,pop,Monterrey,Mexico,arena,21086,11,Thursday,55,464231,4094,95,0.7,11913,0.92,0,22.01607702,0.194157261,44101945,0.69,14549,media
Martin Garrix,electronica,Madrid,España,arena,15932,12,Thursday,47,207485,25747,92,0.7,8133,0.9,0,13.02316093,1.616055737,19088620,0.67,10674,media
Bad Bunny,reggaeton,Guadalajara,Mexico,arena,11961,2,Tuesday,127,198943,1526,95,0.7,5516,0.92,0,16.63263941,0.127581306,18899585,0.61,7296,media
Dua Lipa,pop,Monterrey,Mexico,theater,8823,4,Tuesday,26,191751,3212,93,0.7,3855,0.92,0,21.73308399,0.36404851,17832843,0.6,5294,media
Stray Kids,kpop,Seul,Desconocido,stadium,40296,2,Tuesday,56,1056133,1427,91,0.7,15385,0.8,0,26.20937562,0.035412944,96108103,0.61,24581,media
Dua Lipa,pop,Los Angeles,Estados Unidos,stadium,61470,10,Sunday,41,1287310,4376,93,0.7,27900,0.95,0,20.94208557,0.071189198,119719830,0.82,50405,alta
BLACKPINK,kpop,CDMX,Mexico,festival,51210,2,Sunday,59,1447637,1712,98,0.7,35159,1,0,28.26863894,0.033430971,141868426,0.93,47625,alta
BTS,kpop,CDMX,Mexico,club,2809,10,Tuesday,7,69051,3989,99,0.95,2133,1,0,24.58205767,1.42007832,6836049,0.85,2388,alta
TWICE,kpop,Leon,Mexico,club,2469,4,Wednesday,123,51843,3535,92,0.84,1006,0.78,0,20.99756987,1.431753746,4769556,0.57,1407,media
Peso Pluma,regional_mexicano,Leon,Mexico,club,2964,6,Friday,10,75535,3097,93,0.58,1354,0.78,1,25.48414305,1.044871795,7024755,0.54,1601,baja
Calvin Harris,electronica,Bogota,Colombia,theater,6665,10,Friday,163,108655,2507,94,0.7,4043,0.88,1,16.30232558,0.376144036,10213570,0.75,4999,media
Coldplay,rock,Bogota,Colombia,stadium,44547,7,Wednesday,134,664170,3511,96,0.7,28121,0.88,0,14.90942151,0.078815633,63760320,0.96,42765,alta
Taylor Swift,pop,CDMX,Mexico,stadium,46057,7,Thursday,31,825208,2191,98,0.7,34682,1,0,17.91710272,0.047571488,80870384,0.97,44675,alta
Girl Ultra,indie,Guadalajara,Mexico,festival,60304,5,Saturday,94,1757168,2840,78,0.7,22060,0.92,1,29.13849828,0.04709472,137059104,0.6,36182,media
Arctic Monkeys,rock,Madrid,España,festival,24508,4,Thursday,171,566825,1644,92,0.7,11766,0.9,0,23.12816223,0.067080137,52147900,0.65,15930,media
Arctic Monkeys,rock,Guadalajara,Mexico,arena,14792,3,Sunday,171,370186,38887,92,0.7,8687,0.92,0,25.02609519,2.628921038,34057112,0.48,7100,baja
Ariana Grande,pop,Guadalajara,Mexico,arena,21817,7,Saturday,136,504673,3486,95,0.88,16163,0.92,1,23.13209882,0.159783655,47943935,0.92,20072,alta
Siddhartha,indie,CDMX,Mexico,festival,58250,3,Wednesday,100,900443,34318,85,0.7,24928,1,0,15.45824893,0.589150215,76537655,0.82,47765,alta
Martin Garrix,electronica,Bogota,Colombia,club,580,5,Sunday,6,8932,3863,92,0.7,334,0.88,0,15.4,6.660344828,821744,0.49,284,baja
Stray Kids,kpop,Guadalajara,Mexico,theater,5711,2,Tuesday,96,100187,35443,91,0.7,2513,0.92,0,17.54281212,6.206093504,9117017,0.32,1828,baja
Bad Bunny,reggaeton,CDMX,Mexico,stadium,36239,1,Wednesday,136,534346,2704,95,0.7,18092,1,0,14.74505367,0.074615745,50762870,0.83,30078,alta
Taylor Swift,pop,Leon,Mexico,club,2782,8,Monday,29,72175,2672,98,0.7,1327,0.78,0,25.94356578,0.960460101,7073150,0.41,1141,baja
Peso Pluma,regional_mexicano,Bogota,Colombia,club,2687,5,Wednesday,102,42823,2616,93,0.58,1169,0.88,0,15.93710458,0.973576479,3982539,0.43,1155,baja
David Guetta,electronica,Madrid,España,arena,21541,8,Saturday,144,485938,22988,93,0.82,13469,0.9,1,22.55874843,1.067174226,45192234,0.69,14863,media
Travis Scott,rap,CDMX,Mexico,club,1524,5,Monday,24,38368,4526,93,0.7,686,1,0,25.17585302,2.969816273,3568224,0.58,884,media
Fuerza Regida,regional_mexicano,Leon,Mexico,arena,17359,8,Wednesday,143,474534,3858,88,0.7,8715,0.78,0,27.33648252,0.222247825,41758992,0.51,8853,baja
David Guetta,electronica,CDMX,Mexico,stadium,73479,4,Sunday,18,1999674,3286,93,0.82,43120,1,0,27.21422447,0.04472026,185969682,0.84,61722,alta
Coldplay,rock,Monterrey,Mexico,club,1906,3,Wednesday,40,33357,34460,96,0.7,835,0.92,0,17.50104932,18.07974816,3202272,0.29,553,baja
Travis Scott,rap,Bogota,Colombia,arena,17335,3,Sunday,104,374342,1535,93,0.7,10427,0.88,0,21.59457744,0.088549178,34813806,0.76,13175,media
David Guetta,electronica,Madrid,España,arena,24579,6,Thursday,64,472480,3610,93,0.82,18220,0.9,0,19.22291387,0.146873347,43940640,0.96,23596,alta
Imagine Dragons,rock,Madrid,España,stadium,63349,6,Saturday,167,1774350,4514,94,0.7,38939,0.9,1,28.00912406,0.071256058,166788900,0.95,60182,alta
TWICE,kpop,Leon,Mexico,arena,20428,12,Sunday,125,475556,1405,92,0.84,12490,0.78,0,23.27961621,0.068778148,43751152,0.74,15117,media
Dua Lipa,pop,Bogota,Colombia,club,1550,8,Friday,161,21191,36135,93,0.7,839,0.88,1,13.6716129,23.31290323,1970763,0.45,698,baja
Clairo,indie,Los Angeles,Estados Unidos,theater,6876,6,Saturday,7,193061,2161,80,0.7,3284,0.95,1,28.077516,0.314281559,15444880,0.42,2888,baja
Los Tigres del Norte,norteno,Madrid,España,theater,6926,3,Saturday,54,77852,3603,92,0.74,2925,0.9,1,11.24054288,0.520213688,7162384,0.58,4017,media
NewJeans,kpop,CDMX,Mexico,festival,54305,11,Saturday,106,1440151,1794,93,0.7,29477,1,1,26.5196759,0.033035632,133934043,0.86,46702,alta
Calvin Harris,electronica,Madrid,España,theater,6787,1,Friday,92,90179,2025,94,0.7,3287,0.9,1,13.2870193,0.29836452,8476826,0.36,2443,baja
The Weeknd,pop,Leon,Mexico,festival,51914,11,Friday,26,644509,29913,96,0.9,26830,0.78,1,12.41493624,0.576202951,61872864,0.84,43608,alta
Adele,pop,Los Angeles,Estados Unidos,club,1617,5,Thursday,123,30589,2953,95,0.7,997,0.95,0,18.91713049,1.826221398,2905955,0.47,760,baja
Dua Lipa,pop,Bogota,Colombia,club,1877,6,Thursday,83,24029,3310,93,0.7,939,0.88,0,12.8018114,1.763452318,2234697,0.4,751,baja
Girl Ultra,indie,Guadalajara,Mexico,festival,42855,11,Monday,110,801424,1959,78,0.7,14778,0.92,0,18.70082837,0.045712286,62511072,0.58,24856,media
David Guetta,electronica,Guadalajara,Mexico,festival,82321,12,Saturday,67,1138504,3459,93,0.82,43264,0.92,1,13.83005551,0.04201844,105880872,0.83,68326,alta
Peso Pluma,regional_mexicano,Monterrey,Mexico,arena,12875,11,Thursday,71,211181,2497,93,0.58,6117,0.92,0,16.40240777,0.193941748,19639833,0.45,5794,baja
Girl Ultra,indie,Seul,Desconocido,theater,5912,8,Wednesday,92,95806,1555,78,0.7,1767,0.8,0,16.20534506,0.263024357,7472868,0.27,1596,baja
Martin Garrix,electronica,Seul,Desconocido,stadium,55036,11,Wednesday,32,842114,20796,92,0.7,29291,0.8,0,15.30114834,0.377861763,77474488,0.94,51734,alta
NewJeans,kpop,CDMX,Mexico,festival,24047,6,Thursday,48,414185,1719,93,0.7,13664,1,0,17.22397804,0.071485009,38519205,0.67,16111,media
aespa,kpop,Bogota,Colombia,theater,4616,7,Thursday,160,117164,3890,90,0.7,2217,0.88,0,25.38214905,0.842720971,10544760,0.39,1800,baja
The Weeknd,pop,Bogota,Colombia,arena,19061,2,Monday,21,353299,2394,96,0.9,13284,0.88,0,18.53517654,0.125596768,33916704,0.9,17155,alta
Fuerza Regida,regional_mexicano,Queretaro,Mexico,stadium,48610,2,Thursday,72,1160529,2276,88,0.7,25072,0.82,0,23.87428513,0.046821642,102126552,0.74,35971,media
Calvin Harris,electronica,Queretaro,Mexico,club,1650,11,Wednesday,66,23881,4242,94,0.7,718,0.82,0,14.47333333,2.570909091,2244814,0.35,578,baja
Cuco,indie,Seul,Desconocido,stadium,78207,2,Tuesday,12,1290623,3277,82,0.7,34300,0.8,0,16.50265322,0.04190162,105831086,0.71,55527,media
Siddhartha,indie,Monterrey,Mexico,arena,13122,11,Wednesday,152,231301,3638,85,0.7,6498,0.92,0,17.62696235,0.277244323,19660585,0.42,5511,baja
Peso Pluma,regional_mexicano,Los Angeles,Estados Unidos,festival,31961,1,Wednesday,51,467116,3898,93,0.58,12614,0.95,0,14.61518726,0.12196114,43441788,0.62,19816,media
David Guetta,electronica,Leon,Mexico,club,2072,12,Sunday,120,51653,37525,93,0.82,1288,0.78,0,24.92905405,18.11052124,4803729,0.51,1057,baja
Stray Kids,kpop,Bogota,Colombia,theater,7464,2,Monday,82,206053,2285,91,0.7,4221,0.88,0,27.6062433,0.30613612,18750823,0.49,3657,baja
Ariana Grande,pop,Madrid,España,club,619,7,Tuesday,100,9732,2915,95,0.88,441,0.9,0,15.72213247,4.709208401,924540,0.7,433,media
Los Tigres del Norte,norteno,Seul,Desconocido,club,701,12,Wednesday,79,12466,2992,92,0.74,394,0.8,0,17.7831669,4.268188302,1146872,0.51,358,baja
Imagine Dragons,rock,CDMX,Mexico,stadium,63318,7,Thursday,88,1026251,2405,94,0.7,43342,1,0,16.20788717,0.03798288,96467594,0.95,60152,alta
David Guetta,electronica,Los Angeles,Estados Unidos,festival,61133,4,Sunday,150,1822901,2091,93,0.82,42906,0.95,0,29.81860861,0.034204112,169529793,0.92,56242,alta
Bad Bunny,reggaeton,Leon,Mexico,club,1892,1,Tuesday,62,36579,2634,95,0.7,1008,0.78,0,19.33350951,1.39217759,3475005,0.5,946,baja
Drake,rap,Guadalajara,Mexico,theater,7248,2,Wednesday,92,178650,26981,94,0.86,5196,0.92,0,24.64817881,3.72254415,16793100,0.71,5146,media
Los Tigres del Norte,norteno,Bogota,Colombia,club,1823,6,Monday,124,38725,1762,92,0.74,1044,0.88,0,21.24245749,0.966538673,3562700,0.45,820,baja
Grupo Firme,banda,Madrid,España,theater,5041,2,Monday,76,51414,4127,90,0.78,2957,0.9,0,10.19916683,0.818686768,4627260,0.7,3529,media
Stray Kids,kpop,Guadalajara,Mexico,club,2266,1,Friday,103,60480,3111,91,0.7,1313,0.92,1,26.690203,1.372903795,5503680,0.48,1088,baja
Fuerza Regida,regional_mexicano,CDMX,Mexico,theater,3666,10,Saturday,168,109653,31881,88,0.7,1629,1,1,29.91080196,8.696399345,9649464,0.3,1100,baja
Martin Garrix,electronica,Los Angeles,Estados Unidos,arena,24513,7,Thursday,10,339546,3051,92,0.7,15693,0.95,0,13.85167054,0.12446457,31238232,0.95,23287,alta
Siddhartha,indie,Madrid,España,arena,19729,5,Monday,111,431766,2289,85,0.7,11012,0.9,0,21.88483958,0.116022099,36700110,0.51,10062,baja
BTS,kpop,Leon,Mexico,festival,67744,9,Sunday,60,1428431,4748,99,0.95,32957,0.78,0,21.08571977,0.070087388,141414669,0.8,54195,alta
Grupo Firme,banda,Queretaro,Mexico,stadium,79141,1,Wednesday,25,2318618,3998,90,0.78,46542,0.82,0,29.29730481,0.050517431,208675620,0.94,74393,alta
Ed Sheeran,pop,Los Angeles,Estados Unidos,festival,56740,4,Saturday,105,954352,3908,94,0.7,25111,0.95,1,16.81973916,0.068875573,89709088,0.81,45959,alta
Martin Garrix,electronica,Leon,Mexico,club,2743,5,Saturday,2,77318,2885,92,0.7,1103,0.78,1,28.18738607,1.051768137,7113256,0.35,960,baja
Kendrick Lamar,rap,Leon,Mexico,stadium,65737,9,Monday,112,1728808,2667,95,0.7,33572,0.78,0,26.29885757,0.040570759,164236760,0.92,60478,alta
Fuerza Regida,regional_mexicano,Queretaro,Mexico,club,2979,6,Friday,1,70657,3449,88,0.7,1087,0.82,1,23.71836187,1.157771064,6217816,0.3,894,baja
Los Tigres del Norte,norteno,Monterrey,Mexico,stadium,33147,9,Saturday,118,938522,2690,92,0.74,21137,0.92,1,28.3139349,0.081153649,86344024,0.94,31158,alta
Kendrick Lamar,rap,Los Angeles,Estados Unidos,club,584,2,Tuesday,46,14179,2489,95,0.7,378,0.95,0,24.27910959,4.261986301,1347005,0.74,432,media
Kendrick Lamar,rap,Seul,Desconocido,arena,22626,5,Tuesday,71,640510,2979,95,0.7,10573,0.8,0,28.30858305,0.131662689,60848450,0.67,15159,media
Imagine Dragons,rock,Los Angeles,Estados Unidos,festival,82382,4,Monday,169,1670005,4699,94,0.7,33621,0.95,0,20.27147921,0.057039159,156980470,0.79,65082,alta
David Guetta,electronica,Madrid,España,theater,4868,8,Wednesday,115,137369,4053,93,0.82,2603,0.9,0,28.21877568,0.832580115,12775317,0.62,3018,media
